timestamp,Ex,S,M,L,XL
2019-01-01 00:00:00+01:00,0.9919342174528262,1.9879130936360914,10.017508263434632,20.000139303141474,199.78930181505916
2019-01-01 01:00:00+01:00,0.9930012865256791,1.989579067583897,10.015104394003354,20.000116673596683,108.5393257396396
2019-01-01 02:00:00+01:00,0.9950135191708817,1.9926800192641667,10.010634190752699,20.000075048302875,37.78937308416118
2019-01-01 03:00:00+01:00,-1.002270885220151,-2.0032132861468224,-6.2680063690534915,-6.433432661217913,8.639442847953726
2019-01-01 04:00:00+01:00,1.0007995536343754,2.0013321653195706,6.258760257543064,6.066722072795276,21.13953355148188
2019-01-01 05:00:00+01:00,-0.9961959217314819,-1.9943092359109476,-10.003601965849622,-19.633136021621198,-4.560356737763151
2019-01-01 06:00:00+01:00,-0.9936923904675877,-1.9907354498062861,-10.007877469918828,-20.000141603195015,-28.060230370691436
2019-01-01 07:00:00+01:00,-0.9920673531269354,-1.9884353607819636,-10.011030409680563,-20.000194519578983,-17.160090073464385
2019-01-01 08:00:00+01:00,1.0011950810758257,2.001766175829804,3.4940993416369124,3.4999305086036583,33.540061104466226
2019-01-01 09:00:00+01:00,-0.9984814093297977,-1.9977646550226966,-3.5037393442484746,-3.5000661241586175,26.54021985059355
2019-01-01 10:00:00+01:00,0.0007292013575960861,0.0012387844843803244,-0.002421566433646411,-2.092073090654475e-05,33.540382658012575
2019-01-01 11:00:00+01:00,0.9999350585615974,2.000086002246982,6.759440517474864,11.850005378776556,60.44054590182741
2019-01-01 12:00:00+01:00,0.6953757110420743,1.1983361775171089,5.109057533552571,10.200004178171461,58.79070592260716
2019-01-01 13:00:00+01:00,0.06109448461956243,0.5185509329264398,4.408445653019369,9.500002672903697,58.09085911602659
2019-01-01 14:00:00+01:00,0.25582971558392165,0.6506565861776713,4.507753842430613,9.600001108809888,58.19100202735845
2019-01-01 15:00:00+01:00,0.1859362196925121,0.5327242661492957,4.357172518303377,9.449999635114454,58.04113144911724
2019-01-01 16:00:00+01:00,0.9997507434448835,1.9999224446269654,10.000789636872804,19.44999835082606,68.04124451959508
2019-01-01 17:00:00+01:00,0.9997094175604109,1.9998907944446658,10.00107560618992,20.000000799295616,103.4913388197487
2019-01-01 18:00:00+01:00,0.8027872718876623,1.099919870509747,4.855883543129412,9.949996568271812,58.54141246535267
2019-01-01 19:00:00+01:00,-0.000362782924231513,-0.00013094172786866587,0.0007959150473327293,-5.0369681202639895e-06,33.34146419038683
2019-01-01 20:00:00+01:00,-0.00025608200840117215,-3.105073145682499e-05,5.6126008579978624e-05,5.964213169277141e-06,23.29149341798057
2019-01-01 21:00:00+01:00,-1.0001388924326342,-2.0000185683403573,-10.00040479721557,-20.000000168748937,-63.34596686647743
2019-01-01 22:00:00+01:00,1.0000189789654657,1.999988980189847,9.999791713175254,20.000000333640195,36.95397353555912
2019-01-01 23:00:00+01:00,0.0018626366749724308,0.0003925263752557375,-2.2372627133317067e-05,-8.625473115110294e-06,-83.34615069565271
2019-01-02 00:00:00+01:00,-0.998916165283534,-1.9997450859151733,-10.000648216720313,-19.14998484724469,-106.5463367810713
2019-01-02 01:00:00+01:00,-0.9995044339999799,-1.9998817437908092,-10.000342101895233,-20.000005305994705,-168.29658103726572
2019-01-02 02:00:00+01:00,-1.0002027826407611,-2.000045860520323,-9.9999613860686,-20.000005177215513,-180.14687890526702
2019-01-02 03:00:00+01:00,-1.0008589566855022,-2.0001995628319937,-9.9995878745185,-20.000005376764257,-163.64722499734432
2019-01-02 04:00:00+01:00,-1.0013247588906968,-2.0003073179485256,-9.999302320463963,-20.000005845500826,-183.34761316403973
2019-01-02 05:00:00+01:00,-0.0007578025065873833,-0.0001667665167403813,0.00037363053268501314,-0.8499835962678502,-88.24803658198499
2019-01-02 06:00:00+01:00,0.00024344466508799176,-7.259427216745522e-05,0.0002391534126170949,-3.3286186912599027e-06,-0.08081845626754355
2019-01-02 07:00:00+01:00,-0.002891735458182225,0.0004526187789786827,-1.104945454016143e-05,6.344688877551891e-07,0.08165167854310068
2019-01-02 08:00:00+01:00,0.9948053902494242,2.000799348278688,9.333355062773634,9.649999985581626,10.103789813496563
2019-01-02 09:00:00+01:00,0.9964247638065158,2.0005569322186814,10.000002284005616,20.000000019816962,23.503416547316064
2019-01-02 10:00:00+01:00,0.9987758225800047,2.000199467478248,6.883348889915362,7.199999971057578,7.653121932779321
2019-01-02 11:00:00+01:00,-0.9986803089584425,-2.0001992529387205,-10.000016751384676,-10.950000028129004,-10.4970895597698
2019-01-02 12:00:00+01:00,-0.9964525582149472,-2.0005568769412703,-10.000022861477293,-19.999999979075668,-25.3472147420318
2019-01-02 13:00:00+01:00,-0.9949070241621023,-2.000799488565875,-6.21666555342885,-5.90000002083727,-5.447251752336091
2019-01-02 14:00:00+01:00,0.002937264841750532,-0.00045370835548301654,-1.9497036912678707e-05,-5.964296771115561e-08,0.004355668114339572
2019-01-02 15:00:00+01:00,0.0029355625595239346,0.00018254811556280923,-0.00025175731791232306,-2.6435265795936537e-09,11.183579403261833
2019-01-02 16:00:00+01:00,1.006189936883392,1.8389489497029912,5.417854413791148,10.387500089490459,22.88357213444716
2019-01-02 17:00:00+01:00,1.0044713422727907,2.0001232049951057,9.999560076019506,15.087500028028924,27.583568269309588
2019-01-02 18:00:00+01:00,1.0016166650681966,2.0000528671518647,9.999718993291149,19.99999991158794,53.23356951450179
2019-01-02 19:00:00+01:00,0.9979539096603934,1.9999761987510265,9.999924861892657,19.999999890616067,53.383578230948814
